,elephant,dolphin,panda,lion,kangaroo,penguin,giraffe,chimpanzee,koala,orangutan
19,-1.75,-3.75,-6.25,-5.5,-4.5,-4.75,-0.25,-7.0,-5.0,-9.75
20,-0.625,-2.125,-7.125,-6.625,-3.875,-4.625,-1.375,-6.875,-6.625,-9.625
21,0.0,-3.75,-8.25,-7.25,-5.5,-5.75,-4.5,-7.75,-9.75,-10.25
22,-1.5,-2.25,-5.75,-6.5,-3.0,-2.5,-1.75,-7.25,-5.25,-8.5
23,-1.75,-2.0,-6.5,-5.75,-3.25,-3.75,-2.75,-6.25,-5.5,-9.0
24,-2.0,-2.5,-7.5,-2.5,-5.5,-6.5,-5.0,-6.5,-4.0,-7.75
25,-2.25,-2.25,-5.75,-8.0,-4.75,-1.25,-1.5,-6.75,-3.75,-8.25
26,-3.875,-3.875,-5.375,-9.875,-3.375,-0.625,-2.375,-7.375,-3.875,-9.125
27,-1.75,-2.75,-6.0,-7.5,-6.25,-2.0,-1.25,-6.75,-6.5,-8.0
28,-1.0,-1.5,-7.0,-8.0,-6.75,-5.25,-1.25,-7.75,-6.5,-7.75
29,-2.0,-4.5,-4.5,-7.75,-4.75,-3.0,-0.5,-7.25,-5.0,-8.25
30,-0.5,-2.75,-6.25,-5.75,-6.25,-5.0,-1.25,-6.5,-7.0,-7.5
31,-0.25,-2.5,-4.75,-7.0,-5.75,-4.25,-2.5,-7.5,-6.75,-8.5
32,-1.25,-1.5,-6.75,-8.5,-5.75,-3.0,-4.75,-8.0,-5.0,-9.0
33,-1.0,-2.0,-5.25,-5.25,-4.5,-4.75,-1.5,-7.5,-7.25,-8.5
34,-2.25,-1.25,-4.25,-7.25,-5.75,-2.25,-1.0,-8.0,-4.25,-8.75
35,-2.0,-2.0,-5.5,-6.25,-6.75,-3.25,-0.75,-6.5,-6.25,-7.75
36,-1.5,-2.5,-5.5,-8.25,-4.5,-2.5,-1.25,-7.0,-3.75,-8.25
37,-5.25,-4.75,-6.75,-7.75,-8.0,-5.25,-0.25,-9.25,-8.0,-10.5
38,-1.25,-1.5,-6.25,-7.75,-6.75,-4.25,-1.25,-8.5,-5.5,-9.0
39,-1.25,-2.25,-4.5,-6.0,-5.0,-3.5,-0.75,-7.75,-5.25,-8.5
40,-1.25,-3.5,-7.75,-6.25,-8.75,-6.0,-0.5,-8.5,-8.75,-10.0
41,-0.5,-2.75,-5.75,-7.75,-7.0,-4.5,-2.25,-8.5,-7.25,-9.5
42,-0.25,-2.75,-8.0,-10.0,-7.75,-4.25,-3.75,-6.0,-6.25,-9.0
43,-1.0,-2.75,-6.0,-6.25,-6.25,-4.0,-0.75,-8.0,-7.0,-8.75
44,-2.25,-3.5,-5.75,-7.0,-7.0,-3.5,-0.25,-9.0,-6.25,-10.25
45,-1.25,-3.0,-6.25,-5.75,-7.75,-3.0,-0.75,-7.0,-7.75,-8.5
46,-2.5,-3.75,-6.0,-8.5,-5.5,-4.25,-0.25,-7.5,-4.5,-9.5
47,-3.75,-2.0,-6.5,-5.5,-6.5,-4.5,-0.5,-7.5,-7.25,-10.25
48,-0.75,-1.75,-7.75,-6.5,-7.75,-4.5,-2.0,-7.75,-6.75,-8.75
49,-2.75,-5.25,-5.0,-6.0,-7.0,-3.25,-0.25,-8.0,-6.5,-10.25
50,-1.5,-4.25,-6.0,-5.5,-9.5,-5.0,-0.5,-6.5,-7.5,-9.75
51,-0.75,-3.75,-5.25,-6.5,-7.0,-3.25,-2.25,-6.5,-8.5,-9.75
52,-1.5,-2.25,-5.0,-5.5,-4.75,-1.75,-1.75,-6.25,-5.5,-8.25
53,-2.0,-3.75,-5.5,-5.75,-5.75,-2.5,-1.0,-6.5,-6.75,-9.0
54,-1.75,-3.5,-6.25,-6.25,-7.0,-2.25,-0.5,-7.0,-5.75,-8.0
55,-3.0,-5.0,-7.25,-6.25,-8.75,-3.0,-0.25,-7.0,-7.75,-9.75
56,-1.5,-3.5,-5.75,-7.0,-5.75,-2.75,-0.5,-5.75,-5.0,-8.75
57,-3.5,-4.5,-6.5,-5.5,-8.0,-3.0,-0.5,-7.25,-7.5,-9.75
58,-1.0,-3.75,-6.25,-6.75,-7.75,-3.75,-1.0,-7.5,-6.0,-8.75
59,-2.0,-4.5,-5.75,-6.0,-7.0,-3.5,-0.5,-6.75,-6.5,-9.5
60,-0.5,-3.5,-8.5,-6.75,-8.25,-4.75,-1.75,-6.75,-7.75,-8.25
61,-0.25,-3.5,-5.75,-7.5,-6.0,-4.0,-1.75,-7.0,-5.75,-8.5
62,-1.0,-2.5,-5.25,-7.0,-4.5,-2.5,-1.25,-6.5,-4.0,-7.5
63,-0.75,-2.75,-5.25,-6.0,-4.5,-3.0,-2.0,-6.0,-5.5,-7.5
64,-0.5,-2.5,-6.25,-5.75,-7.25,-3.5,-2.75,-7.25,-5.0,-9.0
65,-1.0,-3.0,-6.25,-6.75,-7.75,-2.0,-1.75,-5.75,-5.75,-8.5
66,-1.5,-3.0,-6.0,-6.5,-5.25,-3.5,-1.0,-6.0,-4.5,-8.25
67,-1.75,-3.75,-6.0,-5.25,-7.0,-3.75,-1.0,-6.25,-5.5,-8.75
68,-0.5,-3.0,-6.0,-6.0,-7.0,-3.25,-2.0,-5.75,-5.0,-7.5
69,-3.25,-3.25,-5.75,-6.0,-4.5,-4.0,-0.5,-7.0,-4.0,-8.25
70,-1.25,-4.0,-7.75,-4.75,-9.75,-7.25,-0.75,-7.5,-8.75,-9.5
71,-0.75,-2.5,-6.25,-5.25,-7.5,-6.0,-1.25,-7.75,-7.5,-9.0
72,-1.0,-1.75,-8.0,-6.75,-7.0,-5.25,-2.0,-7.5,-6.0,-8.5
73,-2.25,-2.5,-6.25,-3.75,-6.5,-4.5,-0.75,-6.0,-6.25,-8.25
74,-2.5,-2.5,-5.75,-6.0,-8.0,-4.0,-0.5,-8.0,-6.0,-10.0
75,-1.75,-1.75,-6.5,-4.75,-8.0,-4.5,-1.25,-6.75,-6.75,-8.0
76,-1.75,-2.0,-6.5,-5.0,-6.25,-4.0,-1.0,-7.5,-5.5,-9.75
77,-4.0,-3.25,-6.25,-4.25,-7.75,-4.5,-0.5,-8.0,-7.25,-10.25
78,-1.0,-2.25,-6.25,-5.25,-8.0,-4.0,-1.5,-8.5,-6.5,-9.75
79,-1.5,-3.75,-6.25,-5.25,-7.0,-4.25,-0.5,-8.5,-6.0,-9.75
80,-0.75,-4.0,-7.75,-6.0,-9.0,-6.5,-3.5,-8.75,-7.75,-9.0
81,-0.5,-4.0,-6.0,-5.5,-7.0,-4.5,-4.25,-8.25,-6.75,-8.5
82,-1.0,-3.5,-6.5,-6.0,-6.0,-4.0,-2.75,-8.0,-6.0,-8.0
83,-1.25,-3.25,-6.75,-6.0,-6.0,-3.75,-3.0,-7.75,-6.5,-7.5
84,-0.5,-2.25,-7.0,-6.25,-7.75,-3.75,-2.5,-8.25,-6.75,-8.25
85,-1.0,-3.75,-7.25,-6.25,-7.5,-4.5,-2.0,-8.0,-7.25,-7.5
86,-1.75,-3.25,-5.75,-6.5,-6.25,-3.25,-2.75,-8.25,-6.5,-8.5
87,-1.25,-3.5,-6.75,-5.75,-7.0,-4.25,-1.25,-8.0,-7.0,-7.25
88,-2.25,-2.25,-6.0,-8.75,-7.5,-5.0,-4.0,-8.75,-7.25,-8.75
89,-2.75,-5.5,-7.0,-7.25,-7.75,-5.0,-0.25,-8.75,-6.5,-9.0
90,-1.5,-4.0,-7.5,-6.0,-8.25,-6.0,-0.5,-8.0,-7.75,-8.5
91,-2.75,-5.5,-6.5,-8.5,-6.75,-5.75,-0.25,-8.5,-8.5,-9.75
92,-2.5,-2.5,-6.0,-6.75,-4.75,-4.25,-0.5,-7.5,-4.25,-8.0
93,-2.5,-3.25,-5.25,-5.5,-5.25,-4.0,-0.5,-6.75,-6.25,-7.75
94,-3.75,-3.75,-5.5,-7.0,-6.75,-3.75,-0.5,-8.75,-4.75,-9.25
95,-4.0,-3.75,-6.25,-6.5,-7.0,-4.75,-0.5,-7.25,-6.0,-9.5
96,-2.0,-2.25,-6.0,-6.75,-4.75,-3.0,-0.75,-6.75,-4.25,-7.5
97,-5.75,-4.0,-7.25,-6.5,-7.5,-4.25,-0.5,-8.0,-6.5,-9.5
98,-1.75,-2.25,-4.5,-7.25,-5.5,-2.5,-1.0,-6.75,-3.25,-8.5
99,-2.75,-4.5,-4.75,-6.5,-5.25,-3.0,-0.25,-6.5,-4.0,-9.0
000,-1.5,-2.25,-5.5,-5.75,-6.75,-4.25,-4.5,-6.5,-5.25,-8.0
001,-0.5,-2.0,-6.5,-7.75,-6.0,-5.5,-4.0,-7.5,-6.75,-9.25
002,-1.25,-1.0,-5.75,-6.75,-4.5,-4.5,-4.0,-7.0,-5.5,-9.25
003,-0.5,-1.75,-6.0,-6.25,-6.0,-4.5,-4.25,-7.25,-7.5,-8.75
004,-0.75,-1.25,-5.0,-5.5,-6.0,-3.5,-3.25,-7.75,-6.25,-8.5
005,-1.25,-1.5,-5.0,-5.25,-6.25,-3.0,-3.25,-6.0,-6.75,-9.25
006,-2.0,-2.25,-5.25,-7.5,-5.0,-3.0,-4.75,-6.25,-6.25,-9.25
007,-3.75,-2.0,-8.25,-3.0,-9.25,-7.0,-6.5,-6.75,-8.25,-9.75
008,-2.0,-3.0,-7.5,-8.0,-8.5,-6.0,-6.25,-9.0,-9.0,-9.75
009,-1.5,-2.0,-4.75,-6.0,-5.25,-3.5,-3.75,-6.5,-7.25,-9.0
010,-1.25,-2.5,-6.5,-7.25,-6.75,-5.5,-4.75,-7.25,-6.0,-9.75
011,0.0,-4.75,-7.75,-8.25,-7.5,-7.75,-4.5,-9.0,-9.25,-10.5
012,-1.0,-1.0,-5.75,-7.5,-4.5,-3.75,-4.5,-8.0,-5.75,-9.0
013,-0.5,-1.75,-6.25,-7.0,-5.75,-5.0,-4.75,-8.0,-8.5,-9.25
014,-0.5,-1.5,-5.0,-6.25,-5.75,-3.5,-2.5,-8.25,-6.25,-8.25
015,-0.75,-2.0,-6.0,-6.25,-5.25,-3.5,-3.0,-6.5,-7.0,-8.25
016,-0.75,-3.0,-6.25,-8.5,-4.25,-3.75,-2.5,-7.0,-5.25,-8.0
017,-1.5,-2.25,-5.75,-5.75,-5.25,-4.75,-1.75,-7.0,-7.25,-9.5
018,-0.5,-3.25,-6.75,-7.75,-5.75,-4.75,-4.0,-7.25,-7.0,-8.25
019,-1.25,-3.25,-4.5,-6.5,-3.5,-3.5,-1.25,-6.5,-5.25,-9.25
020,-0.5,-2.75,-5.75,-6.5,-5.25,-4.75,-3.25,-7.0,-6.25,-9.0
021,-0.75,-1.25,-4.5,-7.0,-3.0,-3.25,-3.0,-7.25,-5.25,-8.0
022,-1.0,-1.75,-5.5,-8.0,-2.75,-3.5,-3.25,-7.0,-4.75,-8.25
023,-1.0,-1.5,-5.0,-6.75,-3.5,-4.0,-3.5,-6.75,-5.5,-8.25
024,-1.5,-1.25,-5.0,-6.25,-4.25,-3.0,-2.75,-7.75,-4.25,-7.5
025,-1.5,-1.0,-5.0,-7.0,-4.25,-3.0,-2.75,-6.5,-4.75,-7.75
026,-1.0,-1.5,-5.25,-7.75,-3.25,-3.5,-2.5,-6.75,-4.25,-7.75
027,-1.25,-1.25,-6.0,-6.25,-5.0,-3.75,-2.25,-6.75,-5.75,-8.0
028,-1.0,-2.5,-6.0,-7.75,-5.75,-5.0,-4.25,-8.5,-6.5,-7.75
029,-1.0,-3.5,-4.0,-6.25,-3.5,-2.5,-1.75,-7.0,-4.5,-7.75
030,-0.5,-3.0,-5.5,-6.75,-6.25,-4.5,-3.0,-7.0,-6.25,-8.25
031,-0.5,-1.75,-5.25,-7.0,-5.5,-3.5,-3.5,-7.5,-6.25,-8.0
032,-1.25,-1.5,-4.75,-6.25,-3.75,-3.0,-3.0,-7.25,-4.75,-7.0
033,-1.0,-1.75,-4.75,-6.0,-4.25,-3.5,-2.75,-7.25,-6.25,-8.0
034,-1.0,-1.25,-4.75,-6.5,-5.0,-3.25,-2.75,-7.5,-5.75,-7.5
035,-0.75,-1.75,-5.5,-6.75,-6.25,-4.0,-2.75,-7.0,-6.5,-8.0
036,-0.75,-1.75,-5.25,-7.75,-4.75,-3.0,-3.0,-6.75,-5.25,-7.5
037,-1.25,-1.75,-5.0,-5.75,-5.25,-3.75,-1.75,-7.0,-6.0,-8.0
038,-0.5,-2.25,-5.75,-7.5,-6.0,-4.75,-4.0,-7.75,-6.25,-8.25
039,-0.5,-2.5,-5.0,-6.75,-5.5,-4.0,-2.5,-7.0,-6.25,-8.0
040,-0.75,-2.0,-6.0,-6.75,-7.25,-4.5,-2.5,-8.0,-5.75,-8.25
041,-0.5,-1.5,-5.0,-7.0,-5.75,-3.25,-2.5,-8.25,-5.5,-8.0
042,-0.5,-1.25,-6.0,-9.0,-6.25,-4.25,-3.5,-7.0,-6.0,-9.0
043,-0.75,-1.5,-5.25,-7.0,-5.5,-3.0,-2.25,-7.75,-6.0,-7.75
044,-1.25,-1.75,-4.5,-7.25,-5.5,-2.5,-1.25,-8.5,-5.0,-8.0
045,-1.0,-1.75,-5.25,-6.75,-6.5,-3.0,-2.0,-7.75,-6.25,-8.0
046,-1.25,-1.75,-5.0,-8.0,-4.75,-2.5,-1.75,-7.5,-4.5,-8.0
047,-1.5,-1.5,-5.25,-5.75,-6.25,-3.75,-1.5,-7.5,-6.75,-9.0
048,-0.75,-2.5,-6.5,-7.75,-7.5,-4.5,-3.75,-8.5,-7.0,-8.5
049,-1.0,-2.5,-4.0,-6.5,-5.25,-2.75,-1.0,-7.5,-4.75,-8.25
050,-1.25,-2.25,-5.0,-6.25,-6.75,-3.0,-2.0,-6.0,-5.75,-8.5
051,-1.25,-1.75,-4.25,-6.5,-5.0,-2.5,-2.5,-6.25,-5.5,-8.25
052,-1.25,-1.25,-4.5,-6.5,-5.0,-2.0,-2.0,-6.5,-5.5,-8.0
053,-1.25,-1.75,-4.5,-6.25,-5.25,-2.25,-2.0,-6.0,-6.25,-7.75
054,-1.5,-1.5,-4.25,-6.25,-6.0,-1.75,-2.0,-7.0,-6.0,-7.75
055,-1.75,-1.5,-4.0,-5.25,-6.25,-2.25,-1.5,-6.75,-6.75,-8.0
056,-1.25,-1.75,-5.25,-7.5,-5.5,-2.5,-2.0,-6.5,-5.75,-8.25
057,-1.75,-1.5,-5.5,-5.5,-6.25,-3.25,-1.5,-6.75,-7.0,-8.75
058,-1.0,-2.5,-6.0,-6.75,-6.5,-3.5,-2.75,-7.25,-6.75,-8.0
059,-1.25,-2.25,-5.0,-6.25,-5.75,-3.25,-1.5,-6.5,-6.5,-8.0
060,-1.0,-2.5,-5.5,-7.75,-6.0,-3.25,-3.0,-6.5,-5.5,-8.0
061,-0.75,-1.75,-5.0,-8.0,-5.0,-3.0,-3.0,-6.75,-5.0,-8.0
062,-1.0,-1.25,-5.0,-8.0,-4.25,-2.75,-3.0,-7.0,-4.75,-7.75
063,-0.75,-1.25,-5.0,-7.75,-4.75,-3.0,-3.5,-6.75,-5.75,-8.0
064,-1.0,-1.5,-5.5,-8.0,-5.75,-3.0,-3.25,-7.5,-5.5,-8.5
065,-1.0,-2.0,-5.25,-7.75,-5.5,-3.0,-2.5,-6.5,-5.25,-8.0
066,-1.0,-1.75,-4.5,-8.25,-4.0,-2.75,-2.25,-6.25,-4.25,-7.5
067,-1.25,-1.5,-5.25,-6.75,-5.5,-3.5,-2.5,-6.75,-5.75,-9.0
068,-0.75,-2.0,-5.75,-8.0,-5.75,-3.75,-3.5,-7.5,-5.75,-8.0
069,-0.75,-2.0,-5.25,-7.0,-5.25,-3.75,-1.75,-6.25,-4.75,-7.75
070,-1.25,-1.5,-6.0,-4.5,-7.5,-4.75,-1.75,-6.75,-7.25,-9.25
071,-1.25,-1.0,-6.25,-5.5,-6.75,-4.75,-2.25,-7.5,-7.5,-9.25
072,-1.25,-1.0,-6.0,-6.0,-5.75,-4.25,-2.75,-7.75,-6.25,-9.0
073,-1.25,-1.0,-5.5,-5.25,-5.75,-4.25,-2.25,-7.25,-7.0,-9.0
074,-1.5,-1.0,-5.25,-5.0,-6.25,-3.75,-2.0,-8.0,-6.5,-8.75
075,-1.5,-1.25,-5.75,-5.25,-7.0,-3.75,-2.0,-7.0,-6.75,-8.75
076,-1.75,-1.0,-5.75,-5.75,-5.75,-3.5,-2.0,-7.0,-5.75,-9.0
077,-1.75,-1.5,-5.5,-5.0,-6.25,-4.5,-1.5,-7.0,-7.0,-9.25
078,-1.0,-1.25,-6.25,-6.0,-7.25,-4.5,-3.25,-8.0,-7.25,-9.0
079,-1.0,-1.75,-4.75,-4.5,-5.75,-3.5,-1.25,-7.0,-5.75,-8.5
080,-1.5,-3.75,-7.75,-6.75,-9.0,-5.5,-4.75,-8.75,-8.0,-8.75
081,-0.5,-3.25,-7.5,-6.75,-7.75,-5.25,-4.25,-8.75,-8.5,-8.75
082,-0.75,-3.25,-7.25,-6.75,-7.0,-4.5,-4.0,-8.5,-7.5,-8.75
083,-1.0,-2.5,-6.5,-7.25,-7.0,-4.5,-4.75,-8.25,-7.5,-7.75
084,-0.75,-2.5,-6.0,-7.0,-7.5,-3.75,-3.75,-8.75,-7.0,-7.5
085,-1.25,-2.75,-6.75,-7.25,-7.5,-4.75,-3.75,-8.5,-7.75,-8.25
086,-0.75,-3.5,-5.25,-8.0,-5.75,-4.75,-3.25,-8.0,-6.5,-8.0
087,-1.25,-2.75,-6.75,-7.5,-7.25,-4.5,-3.5,-8.5,-8.0,-8.5
088,-1.25,-3.0,-7.0,-8.0,-7.75,-5.25,-4.5,-9.0,-8.0,-8.5
089,-1.0,-3.25,-6.0,-7.25,-6.5,-4.25,-3.5,-8.5,-6.75,-7.75
090,-1.0,-2.25,-5.0,-6.5,-6.5,-3.75,-1.75,-6.75,-6.5,-8.0
091,-0.75,-2.5,-4.5,-6.75,-5.5,-3.75,-1.75,-7.0,-6.25,-8.0
092,-0.75,-2.0,-4.25,-6.75,-4.0,-3.0,-1.5,-7.0,-5.0,-7.75
093,-0.75,-2.5,-4.25,-6.75,-4.75,-3.0,-2.0,-6.25,-6.0,-7.5
094,-1.25,-2.5,-4.5,-6.75,-5.5,-3.25,-1.25,-7.25,-5.25,-7.5
095,-1.5,-2.5,-4.5,-6.5,-5.75,-3.25,-1.25,-6.5,-5.75,-8.0
096,-1.0,-2.0,-5.25,-8.0,-4.0,-3.0,-1.75,-6.0,-4.0,-7.5
097,-2.25,-2.5,-4.75,-5.75,-5.25,-4.0,-0.75,-6.75,-5.75,-8.25
098,-1.25,-2.75,-4.5,-7.25,-5.25,-3.0,-2.75,-7.0,-4.75,-7.75
099,-1.75,-2.25,-4.5,-6.75,-5.25,-3.5,-1.5,-6.0,-5.5,-8.5
100,-0.875,-3.625,-5.875,-4.625,-6.875,-5.875,-1.75,-6.375,-3.875,-8.625
101,-0.5,-2.5,-6.75,-6.0,-7.0,-5.5,-3.25,-7.25,-6.5,-9.5
102,-0.75,-1.5,-5.75,-5.75,-4.0,-3.25,-3.0,-7.0,-4.25,-8.25
103,-0.75,-3.0,-5.5,-5.25,-5.0,-3.75,-2.5,-6.75,-5.0,-8.5
104,-1.0,-2.25,-5.0,-5.25,-6.0,-3.0,-1.75,-7.5,-4.0,-8.5
105,-1.25,-2.25,-6.25,-5.25,-6.75,-3.5,-1.5,-5.0,-7.25,-6.75
106,-0.75,-3.0,-6.0,-5.75,-4.5,-3.25,-2.0,-6.75,-4.25,-8.0
107,-2.25,-2.5,-6.25,-4.75,-6.25,-3.75,-1.0,-7.25,-6.0,-8.75
108,-0.625,-0.875,-10.375,-6.125,-10.875,-11.875,-6.875,-10.375,-10.625,-10.125
109,-3.0,-5.75,-5.5,-6.0,-7.0,-4.0,-0.5,-7.25,-4.5,-8.25
110,-0.25,-3.25,-6.5,-6.75,-7.75,-6.0,-2.5,-8.0,-7.75,-9.0
111,-0.25,-2.5,-4.75,-6.0,-6.75,-5.5,-2.75,-7.5,-8.0,-7.25
112,-0.5,-2.5,-5.0,-6.5,-5.75,-4.25,-2.75,-8.0,-5.75,-8.5
113,-0.5,-3.25,-5.5,-5.0,-4.75,-4.25,-1.75,-6.75,-6.5,-7.75
114,-2.25,-2.5,-2.25,-7.0,-5.0,-2.25,-2.5,-8.25,-5.75,-8.5
115,-0.5,-3.75,-6.5,-7.25,-6.75,-4.75,-1.25,-7.75,-6.5,-8.25
116,-0.75,-3.5,-5.75,-9.0,-5.25,-3.75,-1.25,-7.0,-4.75,-7.5
117,-1.0,-3.5,-6.25,-5.25,-5.0,-4.25,-0.75,-7.25,-6.25,-7.75
118,-0.75,-2.5,-4.75,-5.75,-5.5,-3.25,-2.0,-7.5,-5.75,-8.0
119,-1.25,-3.5,-2.75,-5.25,-4.0,-3.0,-1.25,-7.5,-4.25,-8.75
120,-0.75,-1.25,-7.25,-6.25,-6.0,-4.0,-3.0,-8.25,-6.0,-8.5
121,-1.0,-1.5,-5.25,-7.25,-3.75,-1.75,-2.75,-8.0,-4.0,-9.0
122,-1.25,-1.25,-5.25,-6.5,-3.25,-2.75,-2.25,-7.5,-4.0,-8.5
123,-0.75,-1.25,-5.75,-6.75,-4.0,-3.75,-3.25,-7.5,-4.5,-9.5
124,-1.25,-1.5,-5.25,-6.0,-6.25,-3.5,-2.0,-7.25,-4.25,-8.25
125,-0.25,-2.5,-6.75,-6.25,-7.0,-3.0,-3.0,-7.0,-6.25,-7.25
126,-0.75,-2.75,-6.75,-6.5,-4.75,-3.0,-1.0,-5.5,-4.5,-6.75
127,-1.25,-2.5,-6.5,-6.25,-5.5,-2.75,-1.5,-7.0,-5.0,-9.5
128,-2.5,-1.5,-8.0,-7.75,-8.5,-4.25,-5.75,-9.0,-8.0,-9.5
129,-1.5,-3.75,-5.0,-7.25,-2.0,-2.5,-0.75,-7.25,-3.0,-7.75
130,-0.25,-3.0,-6.75,-5.5,-5.5,-4.0,-2.75,-7.75,-6.5,-9.5
131,-0.25,-3.5,-7.5,-6.5,-6.5,-5.0,-2.75,-8.25,-8.5,-9.0
132,-0.5,-1.75,-5.25,-6.5,-3.5,-3.0,-2.5,-7.25,-5.75,-7.5
133,-0.5,-4.5,-5.5,-4.75,-3.5,-4.0,-1.5,-7.0,-6.0,-8.5
134,-0.5,-2.25,-5.25,-6.5,-5.0,-3.0,-1.75,-8.0,-5.5,-8.75
135,-0.5,-3.75,-6.25,-5.25,-6.5,-4.75,-2.5,-7.5,-8.0,-7.75
136,-0.75,-2.5,-6.0,-7.25,-4.25,-3.0,-1.25,-7.75,-5.25,-8.25
137,-2.5,-2.75,-8.5,-5.5,-6.75,-6.25,-2.25,-8.25,-9.5,-9.75
138,-0.25,-2.75,-5.5,-6.5,-4.75,-4.25,-2.25,-7.5,-6.0,-7.5
139,-0.75,-3.5,-4.75,-5.75,-4.25,-3.5,-1.25,-7.25,-5.25,-8.25
140,-2.5,-3.75,-4.25,-6.75,-4.5,-1.0,-1.0,-7.75,-5.75,-9.0
141,-0.75,-3.0,-5.25,-6.25,-4.25,-3.25,-1.5,-7.75,-5.75,-8.25
142,-1.0,-2.75,-6.0,-7.0,-4.5,-3.25,-1.25,-8.0,-5.0,-8.25
143,-2.0,-2.25,-3.75,-8.0,-3.5,-1.75,-1.5,-8.0,-3.5,-9.25
144,-1.5,-2.5,-6.25,-6.75,-4.5,-1.25,-1.5,-8.25,-4.75,-8.25
145,-1.75,-4.5,-6.5,-7.75,-6.0,-3.25,-0.25,-7.75,-5.75,-9.0
146,-1.0,-3.25,-6.25,-8.5,-4.75,-3.0,-0.75,-7.0,-5.0,-8.25
147,-1.75,-3.5,-6.0,-6.0,-5.0,-3.5,-0.5,-7.0,-6.25,-9.25
148,-0.75,-2.75,-6.5,-7.0,-5.75,-3.25,-1.25,-7.5,-6.0,-8.0
149,-1.75,-4.25,-6.0,-6.75,-5.5,-3.5,-0.5,-8.0,-5.75,-8.25
150,-0.5,-3.25,-7.0,-6.5,-6.5,-4.75,-2.0,-7.0,-6.0,-7.5
151,-0.75,-3.25,-5.75,-6.5,-3.5,-3.25,-1.5,-6.25,-4.5,-7.0
152,-1.0,-2.25,-5.25,-6.5,-3.5,-2.75,-1.75,-7.0,-4.25,-7.75
153,-5.0,0.0,-11.75,-6.75,-7.75,-4.75,-5.25,-8.5,-10.75,-9.5
154,-1.0,-3.75,-6.25,-6.75,-5.75,-3.5,-0.5,-7.5,-5.5,-8.25
155,-1.5,-3.5,-6.25,-6.0,-5.25,-3.25,-1.0,-6.5,-6.25,-7.75
156,-1.0,-3.0,-6.0,-7.5,-3.75,-2.5,-1.0,-6.75,-3.75,-7.25
