,elephant,dolphin,panda,lion,kangaroo,penguin,giraffe,chimpanzee,koala,orangutan
36,12.25,15.25,16.25,15.75,14.75,19.5,16.0,9.75,12.25,5.75
37,17.25,18.5,18.5,20.5,18.0,24.5,22.75,11.5,15.75,10.5
38,16.75,18.0,21.25,20.25,19.0,24.5,20.5,13.25,18.25,12.0
39,15.5,16.25,18.5,19.25,16.75,22.75,20.25,11.75,14.75,10.25
40,16.25,17.5,17.25,15.5,17.25,20.5,17.0,12.0,13.5,9.25
41,15.5,17.5,18.0,15.0,18.75,23.0,17.5,12.75,14.25,9.25
42,16.0,18.0,20.0,15.0,19.25,23.75,17.75,12.25,14.25,10.0
43,16.75,17.75,18.0,15.5,17.75,21.75,17.25,13.75,14.25,10.25
44,17.0,17.75,17.75,15.25,18.5,21.0,20.25,12.75,13.5,10.25
45,16.75,20.25,19.5,16.25,18.25,24.25,18.5,14.5,14.0,11.25
46,17.75,18.0,21.75,14.75,19.0,23.0,17.75,14.0,14.5,11.0
47,13.5,15.75,15.75,12.25,15.0,19.5,14.75,10.25,11.0,7.75
48,15.5,16.75,18.0,14.0,17.75,20.75,17.5,12.5,12.75,11.25
49,14.75,16.0,17.0,13.75,16.25,20.5,16.5,12.5,12.25,10.5
50,17.5,18.0,22.5,21.0,18.75,22.75,22.5,11.5,16.75,10.5
51,13.75,17.5,19.75,20.25,18.0,23.25,19.5,13.5,14.5,10.0
52,13.75,17.5,18.75,18.5,16.75,22.75,20.25,10.25,11.25,8.25
53,15.0,18.0,20.0,19.75,18.25,23.75,19.5,12.0,13.25,10.25
54,13.25,16.5,17.75,17.5,16.5,22.5,19.5,10.25,11.0,8.5
55,16.25,19.75,21.5,21.0,20.0,25.0,21.5,14.75,14.25,12.75
56,14.0,17.0,19.25,18.5,17.75,23.0,20.25,10.75,12.0,9.0
57,14.75,19.0,19.0,19.0,17.25,23.75,19.75,11.0,12.5,9.5
58,14.25,17.5,19.0,18.75,17.25,23.5,20.25,10.5,12.5,10.0
59,13.5,16.5,17.75,18.0,16.0,22.25,19.25,10.25,12.0,9.25
60,17.75,18.0,18.75,20.5,21.0,23.5,19.25,9.75,15.75,9.25
61,14.0,17.5,18.0,18.75,19.25,22.75,16.0,12.5,15.5,8.0
62,14.25,16.25,17.75,18.25,19.0,21.25,16.5,8.0,14.25,6.75
63,15.0,17.25,18.25,19.25,19.5,22.75,16.75,11.25,16.0,9.0
64,11.75,14.75,16.25,15.75,18.0,20.25,14.25,7.5,12.75,5.25
65,15.25,17.75,19.25,20.0,21.0,22.75,17.0,11.75,15.75,10.0
66,14.5,16.25,19.25,18.0,19.5,21.5,16.5,8.75,15.5,7.0
67,14.5,17.25,17.0,17.75,18.25,21.5,16.5,8.75,14.25,7.25
68,12.75,16.25,18.5,16.25,19.0,20.25,15.75,8.25,15.75,6.5
69,14.25,17.25,17.5,18.75,19.0,22.0,16.5,9.5,14.5,8.0
70,17.5,18.5,21.5,20.0,17.0,22.25,20.25,9.75,16.0,8.75
71,12.75,18.25,19.25,18.25,15.0,22.25,17.25,9.5,14.0,6.5
72,13.5,18.25,19.75,18.5,15.5,23.0,18.0,8.5,13.5,6.5
73,12.5,16.75,19.25,17.75,14.75,23.0,15.75,9.0,13.75,6.0
74,9.75,15.25,17.25,15.0,13.5,20.75,14.0,7.0,11.25,4.0
75,12.75,18.25,22.25,18.25,15.5,22.0,17.0,10.5,13.25,8.5
76,11.75,18.0,22.0,16.75,20.0,22.75,17.25,14.0,15.75,6.75
77,13.5,18.25,19.25,17.5,15.0,22.75,17.5,9.5,13.0,6.5
78,11.5,16.75,19.0,15.75,17.25,21.25,16.25,8.5,15.75,6.75
79,11.75,17.25,18.75,18.5,14.5,21.25,17.25,8.25,12.5,5.5
80,17.25,19.0,21.0,18.25,16.0,21.5,18.5,12.5,14.5,8.75
81,14.25,18.5,19.75,19.25,16.0,22.75,17.5,15.0,15.25,8.0
82,13.75,17.75,18.25,18.5,14.5,23.5,16.75,12.0,12.75,6.5
83,15.25,18.5,20.0,20.0,15.75,23.25,17.25,14.0,15.0,8.0
84,14.0,18.5,18.75,18.25,15.75,22.5,17.0,13.25,13.75,7.5
85,15.5,20.25,20.25,21.0,16.75,23.5,19.0,14.5,15.0,9.0
86,12.0,16.5,17.75,16.75,14.5,21.5,15.0,11.25,12.25,5.5
87,14.0,19.0,18.25,18.25,14.5,23.0,17.0,12.5,13.5,7.5
88,12.75,17.25,18.5,16.75,14.25,21.0,16.0,12.25,12.5,7.5
89,14.5,18.5,19.25,22.25,15.5,23.0,20.0,13.75,14.0,8.5
90,16.75,18.25,19.5,18.25,13.5,22.75,19.0,10.5,10.0,8.25
91,16.75,19.5,19.5,20.75,16.25,26.25,20.5,13.0,12.25,8.0
92,15.25,17.0,19.75,19.25,13.5,23.0,19.5,10.0,9.5,6.0
93,17.25,18.0,18.5,19.25,14.5,25.75,19.25,11.75,10.5,7.0
94,15.0,17.5,18.5,18.75,13.25,23.5,18.75,11.25,9.5,6.5
95,16.0,18.5,19.0,19.75,14.25,23.25,19.25,11.0,10.25,7.0
96,15.0,15.75,21.0,18.25,14.25,20.5,16.75,11.5,9.25,4.5
97,15.75,18.75,17.25,18.5,13.5,23.25,18.75,11.0,9.25,6.5
98,13.5,15.5,17.75,16.25,10.5,21.75,17.5,10.0,8.0,6.0
99,16.0,16.5,16.75,17.75,11.5,20.5,17.75,9.0,8.25,4.5
000,16.0,14.5,20.75,16.5,18.5,21.75,19.25,10.5,15.75,6.75
001,11.5,11.5,17.25,14.5,15.5,18.25,16.5,4.5,13.75,4.0
002,10.75,11.0,16.0,13.0,15.0,18.5,15.25,4.5,12.5,5.0
003,10.5,9.75,15.0,12.25,13.75,17.5,14.25,3.5,11.25,3.5
004,13.5,12.5,17.75,15.25,17.0,20.5,17.25,7.5,14.5,7.0
005,11.5,11.25,16.75,13.5,16.25,19.5,16.0,5.0,13.75,5.5
006,10.5,10.5,15.75,13.0,15.5,18.25,15.5,4.5,13.0,4.5
007,6.25,6.25,11.0,8.25,10.0,13.5,11.75,-1.0,7.5,-1.5
008,10.75,10.5,16.25,13.0,15.25,19.25,15.5,5.0,13.0,5.5
009,10.0,10.5,15.5,13.0,15.0,19.0,15.0,4.5,12.5,4.5
010,13.75,11.75,19.0,12.0,15.75,20.0,17.25,6.0,12.75,4.5
011,12.25,9.75,17.0,11.0,14.25,18.25,16.25,4.0,10.75,2.5
012,11.5,12.0,18.5,11.0,15.25,18.75,16.75,5.5,12.0,4.0
013,11.25,11.0,19.0,10.25,15.0,18.5,16.0,6.5,10.5,4.0
014,13.25,12.75,19.75,12.0,17.25,20.0,18.5,7.5,13.0,5.5
015,14.0,13.25,20.25,13.5,18.0,21.0,19.0,8.0,13.75,7.0
016,13.25,12.5,19.5,12.75,17.25,20.25,18.5,7.0,13.0,5.5
017,13.75,13.75,20.0,13.5,17.5,21.0,19.5,7.5,13.5,6.0
018,12.5,12.75,19.75,12.25,16.75,20.0,18.25,7.0,13.0,5.5
019,13.75,12.75,20.0,13.5,17.0,20.25,18.5,7.5,13.0,6.0
020,11.25,11.25,15.25,12.5,15.0,18.25,15.5,5.5,11.5,2.5
021,10.75,11.0,17.0,11.75,16.0,19.25,17.0,5.0,12.0,2.0
022,10.75,10.5,15.5,12.0,14.75,18.25,15.75,4.5,11.5,2.5
023,13.5,12.5,18.25,13.5,16.75,20.5,17.5,6.5,13.5,4.0
024,13.75,12.5,17.75,14.0,16.75,20.25,18.0,7.0,13.75,4.5
025,12.75,11.5,16.75,12.75,16.0,19.5,17.25,6.0,13.0,3.5
026,13.0,12.0,17.5,13.5,16.75,20.5,17.5,6.5,13.75,4.5
027,14.0,14.0,19.25,14.0,18.0,21.5,19.0,7.5,14.5,5.5
028,13.25,12.25,18.5,13.5,16.75,20.75,17.75,7.0,13.75,5.0
029,14.0,13.0,18.5,14.25,17.75,21.25,18.5,7.5,14.25,5.5
030,11.25,9.5,13.0,11.25,14.0,15.75,15.5,6.5,9.0,2.0
031,12.5,10.5,14.25,12.75,15.75,18.0,17.75,7.0,11.0,3.5
032,12.0,10.5,14.0,12.5,15.25,16.75,17.0,7.0,10.0,3.0
033,12.75,11.0,14.5,12.75,15.75,16.5,17.25,7.5,10.5,3.5
034,13.0,11.0,14.5,13.75,16.0,17.25,17.75,7.5,11.25,4.0
035,12.25,10.5,13.5,13.0,15.25,16.75,16.75,6.5,10.5,3.0
036,12.0,10.0,13.5,12.5,15.0,16.5,16.5,6.0,10.0,3.0
037,11.75,10.5,13.5,12.0,14.75,16.0,16.5,6.0,9.5,3.0
038,12.0,10.5,14.0,11.75,15.0,16.75,16.25,6.0,10.5,3.0
039,12.75,12.75,15.0,15.5,16.5,17.0,17.0,6.5,11.0,4.0
040,16.0,12.75,19.25,15.0,18.25,21.0,19.0,8.0,15.0,5.5
041,16.25,13.5,20.5,16.0,19.25,21.75,20.5,8.0,15.75,6.5
042,16.25,13.75,20.25,16.0,19.25,21.5,20.25,8.0,15.5,6.0
043,16.5,13.5,20.5,16.0,18.75,22.0,20.0,9.0,15.5,6.5
044,16.75,13.5,20.5,16.25,19.25,21.75,20.75,8.5,15.75,6.5
045,17.0,14.0,21.0,16.75,19.5,22.25,20.75,9.0,16.25,7.0
046,16.5,13.5,20.5,16.5,19.75,21.75,20.5,8.0,16.0,7.0
047,16.0,13.25,20.0,15.75,18.25,21.75,20.0,7.5,15.25,6.0
048,15.75,13.0,20.5,15.75,19.0,21.5,20.0,7.5,15.5,6.5
049,16.0,13.0,20.0,16.25,18.75,22.0,20.25,7.5,15.25,6.5
050,14.5,12.5,19.75,15.25,18.0,21.25,18.5,8.0,14.25,5.5
051,13.0,11.75,17.75,14.0,16.0,19.25,17.5,6.5,13.0,4.0
052,12.0,10.75,16.75,12.75,14.75,18.0,16.5,5.5,11.75,3.0
053,15.0,13.25,20.0,15.0,16.75,20.75,18.75,7.5,14.0,5.0
054,14.25,12.5,19.0,14.75,17.0,20.25,18.5,7.5,13.75,5.0
055,14.25,12.5,18.75,14.75,17.0,20.0,18.5,7.5,14.0,5.0
056,13.75,12.0,18.5,14.5,17.0,19.5,18.25,6.5,13.75,5.0
057,14.0,12.5,18.75,14.75,17.0,20.25,18.75,7.0,14.0,5.0
058,13.0,11.5,18.25,14.0,16.0,19.25,17.5,6.0,13.25,4.5
059,13.0,11.5,17.5,14.0,16.0,19.25,17.5,6.0,13.0,4.5
060,13.0,11.5,18.25,14.0,15.75,19.25,17.75,7.0,12.5,4.0
061,12.75,11.5,18.25,13.75,16.25,19.0,18.0,6.5,12.0,3.5
062,11.75,11.25,18.0,13.25,15.75,18.75,17.25,6.5,11.75,3.0
063,12.75,11.5,18.5,14.0,16.0,20.0,17.75,7.5,12.25,4.0
064,11.0,10.0,17.25,12.5,14.5,18.0,17.0,6.0,10.75,2.5
065,13.5,12.5,20.5,15.0,16.75,20.25,18.75,8.0,13.25,5.5
066,13.0,12.25,19.5,14.5,17.0,20.0,18.75,7.5,13.0,5.0
067,13.0,12.5,19.75,14.25,16.5,20.0,18.5,7.5,13.0,4.5
068,11.75,11.75,18.75,13.75,15.75,19.75,17.5,7.5,12.25,4.0
069,12.5,11.25,18.5,14.0,15.75,19.5,18.0,6.5,12.0,4.0
070,14.5,13.0,19.5,14.5,17.5,21.0,19.5,9.0,13.5,5.0
071,14.25,13.75,20.0,15.0,18.5,21.25,20.25,9.0,14.25,5.0
072,13.75,13.25,19.25,14.25,17.75,20.5,19.5,8.5,13.5,4.5
073,14.5,13.75,20.0,14.75,18.0,21.5,19.75,9.5,13.75,5.0
074,14.25,13.5,19.75,14.75,18.25,21.25,20.0,9.0,14.0,4.5
075,14.75,14.0,20.25,15.25,18.75,21.5,20.5,9.5,14.5,5.5
076,14.75,14.0,20.5,15.25,19.25,21.75,20.5,9.0,14.75,5.5
077,14.0,13.5,20.0,14.5,18.25,21.25,20.0,8.5,14.0,5.0
078,14.5,14.25,20.75,15.25,18.75,22.0,20.5,9.5,14.75,5.5
079,13.75,13.25,19.5,14.5,17.75,21.0,19.75,8.5,14.0,5.0
080,12.75,11.25,18.0,13.75,16.75,22.0,17.5,6.5,12.0,4.0
081,11.5,11.5,18.0,13.5,16.5,20.0,18.0,6.5,12.5,4.0
082,12.75,12.75,18.75,14.5,17.5,21.25,19.0,8.0,13.25,5.0
083,13.0,12.75,19.25,14.5,17.0,20.75,18.75,8.5,12.75,5.0
084,12.75,12.75,18.75,14.5,17.5,21.5,19.0,8.0,13.25,5.0
085,13.5,13.25,19.25,15.0,18.25,22.25,19.5,8.5,13.75,5.5
086,12.0,11.75,18.25,13.75,16.75,20.5,18.0,6.5,12.75,4.0
087,13.5,13.25,19.5,15.0,18.0,21.75,19.5,8.0,14.0,5.5
088,12.75,12.5,19.0,15.0,17.5,21.75,19.0,7.5,13.5,5.0
089,12.5,12.0,18.25,14.5,16.75,21.75,18.75,7.0,12.75,5.0
090,13.75,13.0,20.0,15.0,18.0,21.75,19.75,8.5,14.75,6.0
091,12.0,12.25,19.75,14.25,16.75,20.25,19.0,7.5,13.5,4.0
092,12.75,12.75,19.75,14.5,17.25,21.0,19.0,7.5,14.0,4.5
093,14.0,13.25,21.5,15.5,18.0,22.75,19.5,9.0,14.5,5.5
094,13.0,12.25,19.75,14.25,17.25,21.0,18.75,8.0,14.0,4.5
095,14.25,13.5,21.25,15.75,18.5,22.25,20.25,8.5,15.5,6.0
096,13.25,12.5,20.5,14.75,17.75,21.25,19.25,7.5,14.75,5.0
097,14.0,13.5,21.0,15.75,18.5,22.5,20.5,8.5,15.25,6.0
098,11.0,10.5,18.0,12.5,15.25,20.0,17.25,6.5,12.5,3.5
099,13.0,12.5,20.0,15.0,17.5,21.5,19.25,8.0,14.25,5.0
100,14.75,16.75,19.75,17.75,13.0,20.0,15.25,10.0,12.5,6.5
101,15.0,18.5,18.75,20.5,17.5,21.25,17.75,12.5,13.25,8.0
102,14.75,18.25,18.75,20.25,16.75,21.0,18.5,11.5,12.5,7.5
103,14.5,18.25,18.25,20.25,17.5,22.0,17.75,12.25,13.0,8.5
104,13.0,17.75,17.75,19.25,16.25,21.5,17.0,11.25,12.0,7.5
105,14.5,19.5,18.75,21.25,19.5,22.5,19.0,13.25,14.25,9.0
106,11.5,16.75,17.0,18.25,16.5,20.75,16.5,11.25,12.5,6.0
107,13.25,18.5,17.5,19.0,17.0,21.25,17.75,11.5,11.75,7.5
108,10.0,15.75,15.75,15.75,14.25,18.0,14.25,9.0,9.75,5.5
109,13.75,17.5,18.0,20.0,17.25,20.5,17.25,12.25,11.75,8.0
110,19.5,21.75,23.5,21.25,21.0,24.75,22.25,13.75,15.5,10.0
111,21.75,23.5,21.5,24.25,21.75,25.0,23.75,13.75,16.75,10.0
112,20.0,21.25,21.0,22.0,21.5,24.75,23.75,12.5,16.5,9.5
113,20.25,21.0,19.5,22.5,21.0,25.5,23.25,13.0,15.75,9.5
114,18.5,20.25,19.0,20.5,21.0,24.75,22.5,12.5,16.0,9.5
115,19.5,21.0,19.25,22.25,21.25,24.75,23.25,13.0,15.5,10.0
116,18.25,20.0,20.75,21.25,22.5,25.0,22.25,12.25,16.75,9.0
117,19.0,21.0,19.0,21.0,20.5,24.5,23.0,12.0,14.75,9.5
118,17.5,20.25,18.75,19.75,20.0,23.5,21.75,11.75,14.75,10.0
119,18.5,20.25,19.75,20.75,20.25,23.5,22.75,12.25,14.25,9.5
120,17.0,23.0,19.75,20.5,22.0,23.75,23.5,16.0,14.0,12.25
121,14.75,21.75,19.5,19.75,20.25,23.25,21.75,15.0,14.75,10.5
122,14.0,20.75,19.25,19.25,19.5,23.75,21.5,12.5,13.75,9.5
123,13.75,19.75,18.0,18.75,18.0,23.0,19.5,11.75,13.25,9.25
124,15.0,21.75,19.75,20.5,21.0,24.0,22.5,14.75,15.0,11.5
125,15.25,22.0,21.0,22.25,21.25,24.0,22.75,15.0,15.0,11.75
126,13.75,20.75,20.0,19.75,20.75,23.5,22.0,13.0,15.25,10.5
127,12.5,18.75,17.75,17.0,17.5,23.25,19.75,10.75,12.0,8.0
128,10.0,17.25,16.25,15.75,16.5,19.75,18.0,9.75,10.5,7.25
129,12.25,18.0,18.25,18.75,17.5,20.75,21.75,10.75,11.25,8.0
130,23.75,27.5,25.5,26.0,24.75,29.0,26.0,17.5,19.5,16.25
131,19.75,24.5,21.75,24.5,22.75,27.25,24.25,14.25,17.0,12.0
132,20.5,24.75,22.75,25.0,23.25,27.25,25.5,13.5,17.75,11.5
133,22.5,24.25,22.0,26.0,24.25,27.75,25.25,14.75,17.5,12.0
134,21.0,23.75,21.75,24.5,22.75,26.0,25.25,13.5,17.0,11.5
135,19.5,23.25,21.25,25.75,22.5,26.25,24.25,13.25,15.75,11.5
136,19.5,24.25,22.75,24.0,23.75,26.5,24.25,14.0,17.25,12.0
137,18.75,23.25,20.0,22.5,21.75,25.25,23.75,12.0,15.0,10.5
138,18.75,24.0,22.0,22.75,23.0,26.25,23.5,14.5,16.5,12.75
139,18.5,22.75,20.5,23.0,22.75,25.75,23.5,14.75,15.5,12.0
140,20.25,25.0,23.25,24.75,24.0,28.25,25.5,17.0,18.5,13.0
141,19.0,23.75,22.5,24.5,23.0,27.5,24.5,16.25,19.5,11.0
142,19.0,23.0,22.5,24.5,23.0,27.0,25.25,15.0,18.75,10.5
143,18.0,22.0,20.5,23.75,22.0,26.5,23.5,14.75,17.75,9.5
144,18.0,22.5,21.0,23.75,23.0,27.25,24.25,15.5,17.5,10.5
145,19.25,24.25,22.0,25.75,24.25,28.25,26.0,16.5,18.5,11.5
146,17.75,22.0,21.25,23.5,23.5,26.25,23.75,14.5,17.5,10.0
147,16.75,21.5,19.0,21.25,20.5,25.25,23.0,12.5,15.5,8.0
148,17.75,23.5,22.0,23.5,23.75,27.25,24.5,15.5,18.25,11.0
149,17.75,22.5,20.75,23.5,22.75,26.5,23.75,15.25,17.0,10.5
150,20.25,22.75,23.5,23.0,23.5,26.25,25.0,18.25,18.0,14.0
151,14.0,18.25,15.75,18.25,19.0,21.0,20.75,10.5,13.25,6.5
152,15.25,19.5,17.5,19.5,20.25,23.0,23.25,11.5,14.5,8.5
153,15.5,19.75,16.5,20.0,19.75,23.75,22.25,11.0,14.0,7.5
154,16.0,21.0,18.0,20.75,21.5,25.25,23.75,13.75,15.5,10.0
155,16.75,22.5,18.5,22.5,23.0,26.5,24.75,15.0,16.5,11.5
156,11.0,16.25,15.25,16.25,17.75,19.5,19.25,7.0,10.5,4.0
157,15.25,20.25,16.5,19.5,20.0,23.25,23.75,11.0,14.0,7.5
158,15.75,21.25,18.25,20.5,22.25,24.25,24.0,12.5,16.0,10.0
159,15.25,20.0,17.25,19.75,21.0,23.25,23.0,12.0,14.5,9.0
160,19.75,22.25,21.25,24.0,23.5,25.75,26.5,18.5,17.0,11.75
161,16.25,20.25,18.0,23.25,22.75,24.75,23.25,14.25,16.5,9.0
162,17.75,20.75,19.0,24.0,23.5,25.25,25.5,13.75,16.75,9.5
163,11.75,14.75,12.5,19.5,17.5,21.0,18.75,8.0,11.5,4.0
164,17.25,21.25,18.75,24.5,23.5,25.5,24.25,14.25,16.75,10.0
165,17.75,21.5,19.25,27.0,25.0,26.75,26.75,14.75,17.75,11.0
166,16.75,20.75,19.75,24.5,24.0,24.75,25.25,13.5,18.25,9.5
167,17.0,21.25,18.0,23.5,23.25,26.0,24.75,13.25,17.0,9.5
168,16.0,21.25,19.75,22.25,23.0,24.5,25.25,13.25,16.5,9.5
169,16.0,19.5,17.5,24.0,22.25,23.75,24.25,13.25,15.75,9.0
170,16.75,20.0,19.5,18.5,21.5,23.25,23.25,14.25,16.75,11.75
171,14.75,19.75,18.25,18.5,21.0,22.5,22.5,11.0,16.5,8.0
172,14.75,19.0,19.0,17.5,20.5,21.75,22.75,10.25,16.75,7.5
173,13.25,17.5,16.0,17.0,19.0,20.25,20.5,8.75,14.5,5.5
174,13.75,18.75,17.5,17.25,20.25,21.0,21.75,10.25,15.5,7.0
175,13.25,18.0,17.75,17.0,20.0,21.25,21.75,9.75,14.5,7.75
176,12.5,17.5,17.0,15.5,21.25,19.75,21.0,10.25,14.75,5.5
177,12.75,18.0,16.0,15.0,18.75,20.25,20.5,8.25,13.75,5.0
178,11.75,17.25,18.25,14.25,18.25,19.75,20.0,8.0,15.0,5.5
179,13.0,17.5,16.0,16.0,18.75,21.0,20.75,8.75,13.5,5.0
180,12.25,20.25,19.5,18.75,19.5,24.25,20.0,14.5,17.0,10.0
181,9.5,19.25,17.5,19.5,20.25,22.5,17.75,14.0,17.0,8.5
182,10.0,19.5,19.0,20.0,20.0,23.0,18.75,13.75,16.25,8.5
183,9.0,18.25,16.5,19.0,19.25,22.25,17.5,13.0,16.25,8.0
184,10.75,19.75,17.75,20.25,20.75,23.0,19.0,14.75,17.0,10.0
185,10.25,19.5,17.5,20.0,20.5,22.5,19.0,13.5,17.0,9.0
186,8.25,17.5,18.25,17.25,18.5,21.0,17.25,11.75,15.0,6.5
187,10.0,18.25,15.5,17.75,18.75,21.5,17.5,12.0,15.25,7.5
188,9.75,20.0,17.75,18.75,19.25,22.5,19.25,13.25,16.25,8.5
189,9.75,18.5,16.25,21.0,19.5,22.0,18.75,12.5,15.75,7.0
190,15.75,19.5,19.0,20.25,21.0,22.25,21.5,15.0,15.75,10.5
191,14.5,18.75,16.25,18.25,19.75,21.75,19.75,13.0,15.25,8.0
192,14.5,19.0,17.5,18.25,18.75,21.75,19.75,12.75,14.25,8.5
193,12.75,16.75,15.25,17.0,17.5,22.25,18.0,11.75,12.75,7.0
194,13.75,18.5,16.5,17.5,18.25,21.25,20.25,12.5,14.0,8.5
195,12.75,17.75,16.25,17.5,18.25,20.5,18.5,11.75,13.0,7.0
196,11.75,17.0,19.25,15.75,18.0,19.5,18.0,11.25,12.5,6.5
197,11.25,16.75,13.75,14.25,16.25,19.0,16.5,10.0,11.25,5.0
198,12.25,15.75,16.0,14.25,16.0,18.5,16.5,9.5,13.0,8.0
199,13.25,16.5,14.75,17.75,16.75,19.25,17.5,11.25,12.25,6.0
200,7.75,11.25,13.75,12.5,12.5,16.25,8.5,5.0,10.25,3.75
201,5.75,11.75,12.25,12.25,10.75,15.5,7.0,4.0,7.75,3.25
202,2.25,9.75,8.75,8.75,7.0,12.5,4.0,0.0,5.25,1.0
203,6.25,12.75,11.5,13.75,11.75,15.5,8.75,5.0,8.25,4.0
204,6.0,12.75,11.25,13.0,12.0,16.0,8.75,5.5,8.0,4.5
205,6.25,13.5,11.5,14.25,13.5,15.75,9.25,6.25,9.0,4.5
206,6.75,15.25,13.0,14.5,15.25,19.5,10.0,8.0,10.0,6.25
207,7.0,14.25,11.75,14.25,13.25,17.0,9.75,6.0,9.0,5.5
208,6.5,14.5,13.5,13.25,12.5,16.5,9.75,6.25,8.5,6.75
209,6.5,12.75,12.0,14.25,12.25,16.0,9.0,5.5,8.25,5.0
210,16.25,18.5,19.0,19.5,18.25,20.75,16.5,8.5,15.25,9.0
211,15.0,18.5,19.25,20.5,18.25,20.5,18.5,8.5,15.0,8.5
212,14.75,18.5,20.75,19.75,18.25,21.0,18.0,9.25,16.0,10.5
213,14.75,17.75,18.25,19.0,17.5,20.0,15.25,8.0,14.25,7.5
214,14.5,18.0,18.5,19.0,18.0,20.75,15.75,8.5,14.75,8.5
215,15.0,19.5,20.0,21.0,19.5,22.0,16.75,10.0,16.25,10.0
216,16.75,18.25,22.5,19.25,18.25,20.75,17.75,8.5,15.5,8.25
217,14.25,18.0,17.0,19.25,17.5,21.0,17.0,7.0,13.5,6.5
218,15.0,18.75,19.0,19.0,18.75,21.5,17.25,8.0,15.75,9.0
219,14.75,18.25,19.0,19.0,18.25,21.25,17.0,8.5,14.75,8.5
220,16.5,21.75,22.5,22.25,21.0,23.5,21.0,14.5,17.0,12.25
